Vin|NumeroInventario|CostoCompra|CostoActual|Anio|Marca|Modelo|Version|Color|Interior|Estado|TipoCompra|FechaCompra|Placas|NuevoUsado|Ubicacion|Nada
3KPF54AD7LE221658|201330|210000.00|210000.00|2020|KIA|FORTE|NEW FORTE 2.0L GT-LINE IVT SEDAN|FIERY RED|SATURN BLACK|DISPONIBLE|PARTICULAR|04/02/25||USADO|MONTERREY|
3KPFC5AA7RE021261|201320|297000.00|297000.00|2024|KIA|K3 HB|K3 1.6L EX A/T HB|AZURE BLUE|NEGRO|DISPONIBLE|PARTICULAR|13/01/25||USADO|MONTERREY|
3KPA35AC0PE592079|201323|280000.00|280000.00|2023|KIA|RIO HB|NEW KIA RIO 1.6L EX PACK T/A HB|STEEL GREY|NEGRO|DISPONIBLE|PARTICULAR|29/01/25||USADO|MONTERREY|
3KPA35AC8NE441181|201326|220000.00|220000.00|2022|KIA|RIO HB|KIA RIO 1.6L LX T/A HB|AURORA BLACK PEARL|NEGRO|DISPONIBLE|PARTICULAR|23/01/25||USADO|MONTERREY|
3KPA34AC7PE569067|201314|210000.00|210000.00|2023|KIA|NEW RIO|NEW KIA RIO 1.6L LX M/T SEDAN|SMOKE BLUE|NEGRO|DISPONIBLE|PARTICULAR|08/01/25||USADO|MONTERREY|
3KPA24BC5KE180602|201294|150000.00|150000.00|2019|KIA|NEW RIO|NEW KIA RIO 1.6L L T/M SEDAN|AURORA BLACK|NEGRO|DISPONIBLE|PARTICULAR|23/12/24||USADO|MONTERREY|
3KPA34AC8NE465541|201324|215000.00|215000.00|2022|KIA|NEW RIO|KIA RIO 1.6L LX T/M SEDAN|SNOW WHITE PEARL|NEGRO|DISPONIBLE|PARTICULAR|11/02/25||USADO|MONTERREY|
3KPA34AC5ME370272|300032|165000.00|165000.00|2021|KIA|NEW RIO|NEW KIA RIO 1.6L LX T/A SEDAN|SPORTY BLUE|NEGRO|DISPONIBLE|PARTICULAR|29/10/24||USADO|MONTERREY|
3KPA35AC6PE516981|201306|265000.00|265000.00|2023|KIA|RIO|NEW RIO EX 1.6L EX TA HB|SPORTY BLUE|NEGRO|DISPONIBLE|PARTICULAR|03/01/25||USADO|MONTERREY|
3KPF44AC9RE746868|201287|460000.00|460000.00|2024|KIA|FORTE SEDAN|New Forte PE 1.6L Turbo GT DCT Sedan|SNOW WHITE PEARL|NEGRO|DISPONIBLE|PARTICULAR|20/11/24||USADO|MONTERREY|
3KPF44AC9PE624380|300036|360000.00|360000.00|2023|KIA|FORTE SEDAN|New Forte PE 1.6L Turbo GT DCT Sedan|FIERY RED PEARL|NEGRO|DISPONIBLE|PARTICULAR|10/02/25||USADO|MONTERREY|
KNDCC3LC1H5046219|201007|298000.00|298556.95|2017|KIA|NIRO|NIRO 1.6L EX DTC-6 HIBRIDO T/A|AURORA BLACK PEARL|PIEL NEGRA|DISPONIBLE|PARTICULAR|30/12/23||USADO|MONTERREY|
KNDCC3LC2L5337904|201270|335000.00|335000.00|2020|KIA|NIRO|NIRO 1.6L EX DTC-6 HIBRIDO T/A|DEEP CERULEAN BLUE|NEGRO|DISPONIBLE|PARTICULAR|23/10/24||USADO|MONTERREY|
KNDCC3LC9L5374173|201343|330000.00|330000.00|2020|KIA|NIRO|NIRO 1.6L EX DTC-6 HIBRIDO T/A|DEEP CERULEAN BLUE|NEGRO|DISPONIBLE|PARTICULAR|11/02/25||USADO|MONTERREY|
KNDJP3A46K7659391|201307|250000.00|250000.00|2019|KIA|SOUL|SOUL PE 2.0L EX PACK T/A|VANILLA SHAKE|NEGRO|DISPONIBLE|PARTICULAR|11/12/24||USADO|MONTERREY|
KNDJ33AU2N7150608|201298|290000.00|290000.00|2022|KIA|SOUL|NEW SOUL 2.0L EX IVT|CLEAR WHITE+RED ROOF|NEGRO|DISPONIBLE|PARTICULAR|17/12/24||USADO|MONTERREY|
U6YPG3AA6ML942275|201295|240000.00|240000.00|2021|KIA|NEW SPORTAGE|NEW SPORTAGE 2.0L LX TA|DARK GRAY|NEGRO|DISPONIBLE|PARTICULAR|27/11/24||USADO|MONTERREY|
U6YPH3AA1LL780244|201334|250000.00|250000.00|2020|KIA|NEW SPORTAGE|NEW SPORTAGE 2.0L EX PACK T/A|TRICOAT WHITE PEARL|NEGRO|DISPONIBLE|PARTICULAR|04/02/25||USADO|MONTERREY|
KNDPR3NC1N7982824|201257|390000.00|390000.00|2022|KIA|NEW SPORTAGE|NEW SPORTAGE  2.4L SXL T/A|FIERY RED|NEGRO|DISPONIBLE|PARTICULAR|03/10/24||USADO|MONTERREY|
KNDPR3NC9K7586670|200929|390000.00|415969.36|2019|KIA|NEW SPORTAGE|NEW SPORTAGE  2.4L SX T/A|IRON GREY|PIEL NEGRA|DISPONIBLE|PARTICULAR|10/10/23||USADO|MONTERREY|
KNDPR3NC9N7969903|201342|371950.00|371950.00|2022|KIA|NEW SPORTAGE|New Sportage PE 2.4L EX PACK A/T|MERCURY BLUE|NEGRO|DISPONIBLE|PARTICULAR|07/02/25||USADO|MONTERREY|
KNDPU3AD7P7172730|201162|450000.00|453093.09|2023|KIA|NEW SPORTAGE|Sportage 2.0L EX T/A|SNOW WHITE PEARL|NEGRO|DISPONIBLE|PARTICULAR|04/07/24||USADO|MONTERREY|
KNDPV3AF1P7195869|201272|712900.00|714322.23|2023|KIA|NEW SPORTAGE|Sportage 2.5L SXL T/A|VESTA BLUE|NEGRO|DISPONIBLE|PARTICULAR|28/10/24||USADO|MONTERREY|
5XYPH4A39KG544372|201304|260000.00|260000.00|2019|KIA|SORENTO|SORENTO  EX A/T 2.4L|BLANCO PERLA|NEGRO|DISPONIBLE|PARTICULAR|14/12/24||USADO|MONTERREY|
JS2ZC33S0M6401814|201274|235000.00|286276.00|2021|SUZUKI|SWIFT|SWIFT SPORT TA|NEGRO|NEGRO|DISPONIBLE|PARTICULAR|08/11/24||USADO|MONTERREY|
MR2BF8C35P0009372|201337|225000.00|225000.00|2023|TOYOTA|YARIS|YARIS BASE MT|GRIS|NEGRO|DISPONIBLE|PARTICULAR|13/02/25||USADO|MONTERREY|
5NMS34AL6NH413807|201319|460000.00|460000.00|2022|HYUNDAI|SANTA FE|GLS PREMIUM 2.5L TURBO AUTOMATICO|BLANCO|NEGRO|DISPONIBLE|PERSONA MORAL|09/01/25||USADO|MONTERREY|
ML3AFW6J3PH000966|201327|227500.00|227500.00|2023|MITSUBISHI|MIRAGE|MIRAGE G4 GLS CVT|ROJO|NEGRO|DISPONIBLE|PARTICULAR|24/01/25||USADO|MONTERREY|
